Start Time,End Time,sentence,sub-emotion,Intensity,emotion
"00:16:12,000","00:16:14,000",to drive the neighbor.,anger,moderate,unknown
"00:16:14,000","00:16:17,000",I never tried.,neutral,neutral,neutral
"00:16:17,000","00:16:20,000",But you already hated her.,anger,moderate,unknown
"00:16:20,000","00:16:23,000","Well, sympathy is different. Yes.",neutral,neutral,neutral
"00:16:23,000","00:16:26,000",So you just had ...,neutral,neutral,neutral
"00:16:26,000","00:16:28,000","I never did, no.",neutral,neutral,neutral
"00:16:28,000","00:16:31,000",But how does she get there? Because she has that feeling.,confusion,mild,unknown
"00:16:31,000","00:16:35,000","When she sees me coming, she doesn't go a step to the left.",annoyance,moderate,unknown
"00:16:35,000","00:16:38,000","No, she just comes to the right. And then I stop.",annoyance,moderate,unknown
"00:16:38,000","00:16:41,000","And why does she do that? Yes, just from I am hit.",confusion,moderate,unknown
"00:16:41,000","00:16:43,000",Because I also heard that rumor.,annoyance,moderate,unknown
"00:16:43,000","00:16:46,000",You think she wants to put you in a bad light.,,,unknown
"00:16:46,000","00:16:50,000","Yes, there is a pressure on that. And she is only angry with that.",anger,moderate,unknown
"00:16:51,000","00:16:56,000",The neighbor says that you are the one who comes to her.,neutral,neutral,neutral
"00:16:56,000","00:16:58,000",That is absolutely not true.,disapproval,intense,unknown
"00:16:58,000","00:17:01,000",She drives towards me and I freeze.,fear,intense,negative
"00:17:01,000","00:17:04,000",That's because I have Addison's disease.,neutral,neutral,neutral
"00:17:04,000","00:17:06,000",And what does Addison's disease entail?,curiosity,mild,unknown
"00:17:06,000","00:17:08,000",I don't make a stress hormone ...,neutral,neutral,neutral
"00:17:08,000","00:17:12,000",Which makes a stressful situation approaching me ...,fear,moderate,negative
"00:17:12,000","00:17:14,000","You feel no fear? No, I freeze.",fear,intense,negative
"00:17:14,000","00:17:16,000",Don't you think of a car? No.,confusion,mild,unknown
"00:17:16,000","00:17:18,000",You remain standing? I couldn't go anywhere.,,,unknown
"00:17:18,000","00:17:21,000",I could only ... what now?,confusion,moderate,unknown
"00:17:21,000","00:17:25,000",Such an almost collision ensures that I get very sick physically ...,fear,intense,negative
"00:17:25,000","00:17:28,000",And therefore lying in bed for days ...,sadness,moderate,unknown
"00:17:28,000","00:17:32,000",Because my body has to recover from the shock moment ...,disappointment,moderate,unknown
"00:17:32,000","00:17:34,000",To call it that.,neutral,neutral,neutral
"00:17:36,000","00:17:39,000","So she almost hit you, you say.",surprise,moderate,neutral
"00:17:39,000","00:17:41,000",Have more things happened?,curiosity,mild,unknown
"00:17:41,000","00:17:44,000",Actually everything. She photographs everything we do.,annoyance,moderate,unknown
"00:17:45,000","00:17:49,000",If we have the camper here and I put the car next to it ...,neutral,neutral,neutral
"00:17:49,000","00:17:53,000","To release my groceries, she is already taking pictures.",annoyance,moderate,unknown
"00:17:53,000","00:17:55,000",As soon as you don't adhere to the parking rules ...,disapproval,mild,unknown
"00:17:55,000","00:17:57,000","Yes, she is immediately ready with the camera.",annoyance,moderate,unknown
"00:17:57,000","00:17:59,000",Then she is ready? Yes.,neutral,neutral,neutral
"00:17:59,000","00:18:02,000","And do you find that annoying? Absolutely, yes.",annoyance,intense,unknown
"00:18:02,000","00:18:04,000",I'm completely done with it.,annoyance,intense,unknown
"00:18:04,000","00:18:07,000","I am not at all violent, absolutely not.",,,unknown
"00:18:07,000","00:18:10,000",But for her I will hoe with love for 60 hours.,love,mild,unknown
"00:18:10,000","00:18:13,000",That is a tough statement. Yes.,approval,mild,unknown
"00:18:13,000","00:18:15,000",The u do there. Yes.,neutral,neutral,neutral
"00:18:15,000","00:18:18,000",The neighbor just has to stop her whining.,annoyance,intense,unknown
"00:18:18,000","00:18:21,000","We really stand in the way of no one, we are nobody to a burden.",neutral,neutral,neutral
"00:18:21,000","00:18:26,000","And we just want to have peace, also outside in the parking lot.",desire,moderate,unknown
"00:18:26,000","00:18:28,000",She's just a nagging.,annoyance,intense,unknown
"00:18:30,000","00:18:32,000",Master Visser will come here soon.,neutral,neutral,neutral
"00:18:32,000","00:18:34,000",And he comes to investigate the case well.,optimism,mild,unknown
"00:18:34,000","00:18:37,000","Because that seems clear to me, something has to happen.",optimism,moderate,unknown
"00:18:37,000","00:18:39,000",What is your requirement for Meester Visser?,curiosity,mild,unknown
"00:18:39,000","00:18:42,000",A total contact and access ban.,optimism,intense,unknown
"00:18:42,000","00:18:47,000",And that she no longer drives the parking lot here as she is driving now.,disapproval,moderate,unknown
"00:18:47,000","00:18:50,000",And otherwise the CBR must go and see.,optimism,moderate,unknown
"00:18:50,000","00:18:51,000",I thank you.,gratitude,mild,unknown
"00:18:51,000","00:18:55,000",I'll come and get you again when the master has arrived with a hat.,neutral,neutral,neutral
"00:18:55,000","00:18:58,000","Just take it easy, then I'll come and get you again.",caring,mild,unknown
"00:18:58,000","00:19:00,000",Totally good. See you soon.,neutral,neutral,neutral
"00:19:03,000","00:19:05,000",I find it interesting today.,curiosity,mild,unknown
"00:19:05,000","00:19:08,000",Because we are dealing with a typical case.,curiosity,mild,unknown
"00:19:08,000","00:19:09,000",Oergol our parking.,neutral,neutral,neutral
"00:19:09,000","00:19:12,000",So I think many people are sitting on the edge of their seats at home.,excitement,moderate,positive
"00:19:12,000","00:19:16,000",Because parking is a hot issue in many neighborhoods in the Netherlands.,realization,mild,unknown
"00:19:16,000","00:19:18,000",And talking about hot ...,neutral,neutral,neutral
"00:19:18,000","00:19:22,000",It is spicy between the two ladies. They like each other raw.,disapproval,moderate,unknown
"00:19:22,000","00:19:26,000",Teunie is the type of rules are rules and you have to stick to that.,neutral,neutral,neutral
"00:19:26,000","00:19:28,000","While Olga says, don't be so difficult.",annoyance,mild,unknown
"00:19:28,000","00:19:31,000","And above all, don't nag about everything.",annoyance,mild,unknown
"00:19:31,000","00:19:33,000",That is why I am happy that Master Visser is on the way.,relief,moderate,unknown
"00:19:33,000","00:19:37,000",He has taken a surveyor to see how large that parking space is.,curiosity,mild,unknown
"00:19:37,000","00:19:40,000",And since the ladies have mainly communicated lately ...,neutral,neutral,neutral
"00:19:40,000","00:19:42,000",Via the chairman of the VVE ...,neutral,neutral,neutral
"00:19:42,000","00:19:46,000",It seems like a good idea to talk to each other again just face-to-face.,optimism,moderate,unknown
"00:19:46,000","00:19:48,000",And of course we will do that in the parking lot.,neutral,neutral,neutral
"00:19:49,000","00:19:51,000",Teunie is already ready.,neutral,neutral,neutral
"00:19:51,000","00:19:53,000","Yes, how do I think I am waiting for you?",curiosity,mild,unknown
"00:19:53,000","00:19:55,000","Olga, are you also added?",curiosity,mild,unknown
"00:19:55,000","00:19:56,000",I'm waiting for you.,neutral,neutral,neutral
"00:19:56,000","00:19:57,000",Very good.,approval,mild,unknown
"00:19:57,000","00:20:00,000","If you come there, we greet each other.",neutral,neutral,neutral
"00:20:00,000","00:20:06,000","yet? No, rather not. We don't greet each other for years, I am not going to start with it either, no.",annoyance,moderate,unknown
"00:20:06,000","00:20:13,000","Teunie, what disturbs you so incredibly at the parking behavior of the neighbors? Now it's all",curiosity,moderate,unknown
"00:20:13,000","00:20:19,000","So short together, but normally they are halfway and now that own car is also a lot",annoyance,mild,unknown
"00:20:19,000","00:20:27,000","Further back and that is not that normal. You say, I find it annoying that they are outside the parking space",annoyance,moderate,unknown
"00:20:27,000","00:20:34,000","parking. Precisely. What do you have regulations for here? Because, you say, it's not allowed. No, it's a board member,",disapproval,moderate,unknown
"00:20:34,000","00:20:42,000","That is an exemplary function. A, ik ben al heel lang geen bestuurslid meer. B, according to the regulations",neutral,neutral,neutral
"00:20:42,000","00:20:47,000",we had permission to place two cars in a row because nobody is bothered by it,neutral,neutral,neutral
"00:20:47,000","00:20:53,000","has. Yes, we immediately responded that that causes us. Would you perhaps one",annoyance,mild,unknown
"00:20:53,000","00:20:59,000","can take driving lessons? Do you have to see how much place we have here. Zij moet haar eigen aanpassen, niet ik.",annoyance,moderate,unknown
"00:20:59,000","00:21:07,000","Mrs. Low to complain, she nags for whining and she tries a whole family",annoyance,moderate,unknown
"00:21:07,000","00:21:15,000","to help the buttons. It is not for nothing that VVE is that same VVE ... Mrs. Duijzer, we are now against me.",annoyance,moderate,unknown
"00:21:15,000","00:21:23,000","That you ventilate everything through the VvE, that is your problem. Why are you doing that? Why do you keep directly? No, not me, because I'm already like that",annoyance,moderate,unknown
"00:21:23,000","00:21:29,000",Often scolded by Mrs. Olga. Why do you scold? Because Mrs. A tried to wear me twice,anger,moderate,unknown
"00:21:29,000","00:21:37,000","to ride. B, Mrs. has twice disturbing her middle finger to me. You have to listen, this is my parking space.",anger,intense,unknown
"00:21:37,000","00:21:44,000","It is your parking space, we will not be on that. And I don't want to be threatened by you on my own parking space when I empty my car",anger,intense,unknown
"00:21:44,000","00:21:48,000","to make. And you have done that often enough. The moment she raises the middle finger, then you are mine.",anger,intense,unknown
"00:21:49,000","00:21:56,000",And what happened then? Because then you parked the car here. Then she was just allowed to get out. And then? I let three laps walk back the car.,annoyance,moderate,unknown
"00:21:56,000","00:22:06,000","As scolding? Correct. And what did you call then? I don't know. Yes, I just had to die twice. You have to die, you.",anger,intense,unknown
"00:22:06,000","00:22:13,000","In any case, I said that if she lights her middle finger one more time, I both break the legs.",anger,intense,unknown
"00:22:14,000","00:22:20,000","It is crazy. I first have that in the upper room. You know that, still crazy?",annoyance,moderate,unknown
"00:22:22,000","00:22:26,000","Then we have the photos. Yes, we no longer want to end up with your camera.",annoyance,moderate,unknown
"00:22:26,000","00:22:32,000",This is a common ground of all eight owners. May I not take photos here?,curiosity,mild,unknown
"00:22:32,000","00:22:37,000",It is also my site where I live and where I live. We can't get out of this. No.,annoyance,moderate,unknown
"00:22:37,000","00:22:40,000",That is why I am very happy that Master Visser has arrived.,relief,moderate,unknown
"00:22:40,000","00:22:45,000","But if the cars are just parked in the compartments ... if you just take driving lessons, it will also be solved.",neutral,neutral,neutral
"00:22:45,000","00:22:50,000","Master Visser, very welcome. You are a outbreak. You are the owner of the car.",neutral,neutral,neutral
"00:22:50,000","00:22:54,000","Good day. Just quiet, quiet for a moment. Yes, you can. Silent.",neutral,neutral,neutral
"00:22:54,000","00:22:57,000",May I introduce you to Master Frank Visser? Good morning.,neutral,neutral,neutral
"00:22:57,000","00:23:00,000","Thank you for being there, Master Visser. Well, you're already busy I hear.",gratitude,mild,unknown
"00:23:00,000","00:23:03,000","Yes, opposite me too. Hello. You too? Yes.",neutral,neutral,neutral
"00:23:03,000","00:23:07,000","This is Mrs. Olga, lives above. This is Mrs. Teunie, who lives above.",neutral,neutral,neutral
"00:23:08,000","00:23:14,000","And it's about misery, about parked cars and about a lot of mutual battle in this parking lot.",annoyance,moderate,unknown
"00:23:14,000","00:23:16,000",Okay. Can I do something for you?,neutral,neutral,neutral
"00:23:16,000","00:23:21,000","Yes, we also want to take a look about the camper. That is also the only thing to participate.",curiosity,mild,unknown
"00:23:21,000","00:23:24,000","Is a mammoth. Yes, because we see if we get it in between.",curiosity,mild,unknown
"00:23:24,000","00:23:29,000","Yes, I am well insured. I'm going to get it. Yes, is good.",neutral,neutral,neutral
"00:23:29,000","00:23:31,000",Succes.,approval,mild,unknown
"00:23:31,000","00:23:37,000","What we are going to do now, I want to know exactly how far the own parking space is.",curiosity,mild,unknown
"00:23:37,000","00:23:40,000",But then those cars have to leave. Can those cars go for a while?,neutral,neutral,neutral
"00:23:40,000","00:23:42,000","Yes, the Kunnen away. Yes?",neutral,neutral,neutral
"00:23:42,000","00:23:43,000",Us.,neutral,neutral,neutral
"00:23:45,000","00:23:47,000",That says the mammoth.,neutral,neutral,neutral
"00:23:47,000","00:23:50,000","You have never really seen it, but big.",surprise,mild,neutral
"00:23:54,000","00:23:56,000",Instantly blood nerve.,nervousness,moderate,unknown
"00:23:56,000","00:24:01,000","But we're going to fix it. We're just going to do it. I can do that, this?",optimism,mild,unknown
"00:24:01,000","00:24:02,000",What do you think at home?,curiosity,mild,unknown
"00:24:02,000","00:24:06,000",We asked the surveyors to come.,neutral,neutral,neutral
"00:24:06,000","00:24:07,000","Well, it's one.",neutral,neutral,neutral
"00:24:07,000","00:24:08,000",Good day.,neutral,neutral,neutral
"00:24:08,000","00:24:09,000",Day.,neutral,neutral,neutral
"00:24:09,000","00:24:17,000","I asked you to come, because the own parking space is drawn in the splissing regulations.",neutral,neutral,neutral
"00:24:17,000","00:24:19,000",That's right. Then you can also measure it.,approval,mild,unknown
"00:24:19,000","00:24:21,000",That's right too. Zou je dat voor mij kunnen doen?,neutral,neutral,neutral
"00:24:21,000","00:24:22,000",We can certainly do that for you.,approval,mild,unknown
"00:24:22,000","00:24:24,000","Well, then I also walk along. Is that complicated?",curiosity,mild,unknown
"00:24:24,000","00:24:26,000",No.,neutral,neutral,neutral
"00:24:26,000","00:24:27,000",I'm ready.,neutral,neutral,neutral
"00:24:28,000","00:24:35,000",MUSIC,neutral,neutral,neutral
"00:24:35,000","00:24:36,000","Girl, keep your mouth shut.",annoyance,moderate,unknown
"00:24:36,000","00:24:42,000",Exciting music,excitement,mild,positive
"00:24:42,000","00:24:43,000",The air conditioning.,neutral,neutral,neutral
"00:24:43,000","00:24:49,000",Exciting music,excitement,mild,positive
"00:24:49,000","00:24:50,000",Mirrors.,neutral,neutral,neutral
"00:24:50,000","00:24:55,000",Exciting music,excitement,mild,positive
"00:24:55,000","00:24:56,000",The handbrake.,neutral,neutral,neutral
"00:24:57,000","00:24:58,000",Not unimportant.,neutral,neutral,neutral
"00:24:58,000","00:24:59,000",Lesson one.,neutral,neutral,neutral
"00:25:01,000","00:25:03,000",According to the drawing he starts at the wall.,neutral,neutral,neutral
"00:25:03,000","00:25:04,000",Great.,approval,mild,unknown
"00:25:04,000","00:25:06,000",Tile path is not owned.,neutral,neutral,neutral
"00:25:06,000","00:25:12,000",Exciting music,excitement,mild,positive
"00:25:12,000","00:25:13,000",Great.,approval,mild,unknown
"00:25:13,000","00:25:14,000",And he ends here.,neutral,neutral,neutral
"00:25:14,000","00:25:15,000",Exactly where those tiles stop.,neutral,neutral,neutral
"00:25:15,000","00:25:16,000",That's right.,approval,mild,unknown
"00:25:16,000","00:25:17,000",Take care.,caring,mild,unknown
"00:25:17,000","00:25:19,000",And how far do you hook now?,curiosity,mild,unknown
"00:25:19,000","00:25:22,000","Mr. Visser, there is a parking space on the Land Registry.",neutral,neutral,neutral
"00:25:22,000","00:25:23,000",And.,neutral,neutral,neutral
"00:25:23,000","00:25:24,000",And here the tiles.,neutral,neutral,neutral
"00:25:24,000","00:25:28,000","Yes, but there is also a drawing and it is registered in the Land Registry.",neutral,neutral,neutral
"00:25:28,000","00:25:37,000","And that drawing indicates what the piece of land is, what is exclusively ownership of this apartment.",neutral,neutral,neutral
"00:25:37,000","00:25:39,000","Yes, but tile path is not owned.",neutral,neutral,neutral
"00:25:39,000","00:25:40,000",Your parking space ...,neutral,neutral,neutral
"00:25:40,000","00:25:42,000","Madam, I'm going to decide today.",optimism,moderate,unknown
"00:25:42,000","00:25:43,000",I am for that.,approval,mild,unknown
"00:25:45,000","00:25:53,000","So this is actually, according to the cadastral drawing, this is it that belongs exclusively with this apartment.",neutral,neutral,neutral
"00:25:53,000","00:25:54,000",That's right.,approval,mild,unknown
"00:25:55,000","00:25:58,000","Well, then we'll see if the camper fits in.",curiosity,mild,unknown
"00:25:58,000","00:25:59,000",And.,neutral,neutral,neutral
"00:25:59,000","00:26:00,000",We are on the move.,neutral,neutral,neutral
"00:26:01,000","00:26:03,000",We are on the move.,neutral,neutral,neutral
"00:26:07,000","00:26:08,000","Jesus, that's one thing.",surprise,moderate,neutral
"00:26:10,000","00:26:11,000",Very big.,surprise,mild,neutral
"00:26:12,000","00:26:13,000",Victor!,surprise,moderate,neutral
"00:26:17,000","00:26:19,000","I put it with my nose in it, huh!",surprise,moderate,neutral
"00:26:19,000","00:26:20,000",Victor!,neutral,neutral,neutral
"00:26:20,000","00:26:22,000",I put it in with the nose.,neutral,neutral,neutral
"00:26:22,000","00:26:23,000","Yes, is good.",approval,mild,unknown
"00:26:23,000","00:26:24,000",With the ass is ...,neutral,neutral,neutral
"00:26:24,000","00:26:27,000",Can you cram there between that white compartment?,curiosity,mild,unknown
"00:26:27,000","00:26:28,000",Sure.,neutral,neutral,neutral
"00:26:28,000","00:26:29,000","But fast, because it dries up.",fear,moderate,negative
"00:26:29,000","00:26:30,000",And.,neutral,neutral,neutral
"00:26:30,000","00:26:31,000",I already have a whole bottle ...,neutral,neutral,neutral
"00:26:31,000","00:26:32,000","This is a mammoth, huh.",surprise,mild,neutral
"00:26:32,000","00:26:33,000",It is not that fast.,neutral,neutral,neutral
"00:26:33,000","00:26:36,000","No, but it is just like with that free kick, isn't it?",curiosity,mild,unknown
"00:26:36,000","00:26:38,000","If that takes too long, the referee must ...",neutral,neutral,neutral
"00:26:38,000","00:26:39,000","Oh, wait a minute.",realization,mild,unknown
"00:26:40,000","00:26:45,000","Yes, he must be the other way around than the door is on this side.",confusion,mild,unknown
"00:26:47,000","00:26:48,000",Come on.,neutral,neutral,neutral
"00:26:48,000","00:26:49,000",And.,neutral,neutral,neutral
"00:26:49,000","00:26:51,000",Do I still have room on the facade?,curiosity,mild,unknown
"00:26:51,000","00:26:52,000",I keep an eye on him.,caring,mild,unknown
"00:26:52,000","00:26:53,000","Come on, come on.",excitement,moderate,positive
"00:26:53,000","00:26:54,000","I have, I have, I.",neutral,neutral,neutral
"00:26:54,000","00:26:55,000",Continue.,neutral,neutral,neutral
"00:26:55,000","00:26:56,000",And then for the ...,neutral,neutral,neutral
"00:26:56,000","00:26:57,000","Hup, hup.",neutral,neutral,neutral
"00:26:57,000","00:26:58,000",From back in it.,neutral,neutral,neutral
"00:26:58,000","00:26:59,000","That's how it looks good, huh.",approval,mild,unknown
"00:26:59,000","00:27:00,000","How should I go backwards, Tony?",confusion,mild,unknown
"00:27:00,000","00:27:01,000","Yes, there is always the door on that side.",neutral,neutral,neutral
"00:27:01,000","00:27:02,000",It is always here.,neutral,neutral,neutral
"00:27:02,000","00:27:03,000","Yes, but that is not important for the test, is it?",curiosity,mild,unknown
"00:27:03,000","00:27:04,000",The surveyor.,neutral,neutral,neutral
"00:27:04,000","00:27:05,000",Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,annoyance,moderate,unknown
"00:27:05,000","00:27:06,000",Protrudes.,neutral,neutral,neutral
"00:27:06,000","00:27:07,000","Yes, we are going to do.",optimism,mild,unknown
"00:27:07,000","00:27:08,000","He walks to and here, so that's ...",neutral,neutral,neutral
"00:27:08,000","00:27:09,000","Yes, he walks to and here, so that's ...",neutral,neutral,neutral
"00:27:09,000","00:27:10,000","Yes, he walks to and here, so that's ...",neutral,neutral,neutral
"00:27:10,000","00:27:11,000","Yes, he walks to and here, so that's ...",neutral,neutral,neutral
"00:27:11,000","00:27:12,000","Yes, he walks to and here, so that's ...",neutral,neutral,neutral
"00:27:13,000","00:27:22,000",Now everyone could clearly see how much that generalization was.,realization,mild,unknown
"00:27:22,000","00:27:30,000",He was 2 meters 30.,neutral,neutral,neutral
"00:27:30,000","00:27:31,000","Yes, everyone could see it.",neutral,neutral,neutral
"00:27:31,000","00:27:33,000","Yes, I liked that.",joy,mild,positive
"00:27:33,000","00:27:40,000","Well, I have seen and heard it all here.",neutral,neutral,neutral
"00:27:40,000","00:27:44,000",We go to the hearing and then there will be a solution today.,optimism,moderate,unknown
"00:27:44,000","00:27:47,000","They sometimes say that if more women were in power,",curiosity,mild,unknown
"00:27:47,000","00:27:49,000",That there would be less of war.,optimism,mild,unknown
"00:27:49,000","00:27:53,000","Well, after today I start to doubt that very strongly.",disappointment,moderate,unknown
"00:27:53,000","00:27:56,000","Because oh, oh, what was it going for?",confusion,moderate,unknown
"00:27:56,000","00:28:00,000",It is obvious that these two neighbor women can no longer air or see each other.,disapproval,moderate,unknown
"00:28:00,000","00:28:03,000",And that is why I am very happy that Master Visser has been on the spot.,gratitude,mild,unknown
"00:28:03,000","00:28:07,000","He has looked at the parking situation very well, together with our surveyor.",approval,mild,unknown
"00:28:08,000","00:28:09,000",I put the mammoth in place.,neutral,neutral,neutral
"00:28:09,000","00:28:12,000",And I am actually very curious what Meester Visser thinks about it.,curiosity,moderate,unknown
"00:28:12,000","00:28:14,000","We're going to hear that now, because it's time for the hearing.",neutral,neutral,neutral
"00:28:14,000","00:28:17,000",Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,annoyance,mild,unknown
"00:28:17,000","00:28:21,000","If it is unfinished, and you go outside the throat in the hearing,",confusion,moderate,unknown
"00:28:21,000","00:28:23,000",Then I turn around and then I look the other side.,disapproval,mild,unknown
"00:28:23,000","00:28:27,000","And I think people, I already know better, stop with that cross.",annoyance,moderate,unknown
"00:28:27,000","00:28:31,000",My expectation from the neighbor is that she will lie everything to each other again.,disapproval,moderate,unknown
"00:28:31,000","00:28:34,000",And I hope that Master Frank Visser pricks through it.,,,unknown
"00:28:34,000","00:28:37,000","Welcome, we are in this.",neutral,neutral,neutral
"00:28:37,000","00:28:44,000","In Sliedrecht, and the issue is the case between Teunie and Olga.",neutral,neutral,neutral
"00:28:44,000","00:28:48,000","Yes, what is it about?",curiosity,mild,unknown
"00:28:48,000","00:28:54,000","You madam, Teunie, you say the walls, we don't park properly.",disapproval,mild,unknown
"00:28:54,000","00:28:55,000",No. That's what it comes down to.,realization,mild,unknown
"00:28:55,000","00:28:58,000","Yes, they park outside the parking space.",disapproval,mild,unknown
"00:28:58,000","00:29:02,000",It is clearly described in the purchase or delivery acts ...,neutral,neutral,neutral
"00:29:02,000","00:29:05,000",that you have to stick to the regulations.,neutral,neutral,neutral
"00:29:05,000","00:29:10,000","And then it is clear, you have a parking space, a garage, a parking space and a terrace.",neutral,neutral,neutral
"00:29:10,000","00:29:12,000","Yes, you both have the same.",neutral,neutral,neutral
"00:29:12,000","00:29:13,000",And.,neutral,neutral,neutral
"00:29:13,000","00:29:15,000",Both are the owner of an apartment right.,neutral,neutral,neutral
"00:29:15,000","00:29:17,000","Now comes, what is that?",curiosity,mild,unknown
"00:29:17,000","00:29:22,000","Legal on the exclusively use of the house on the first and second floor, with a terrace.",neutral,neutral,neutral
"00:29:22,000","00:29:24,000",Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,annoyance,mild,unknown
"00:29:24,000","00:29:28,000",Garage and parking space on the ground land.,neutral,neutral,neutral
"00:29:28,000","00:29:34,000","So that parking space is, yes, I would say, for you alone.",neutral,neutral,neutral
"00:29:34,000","00:29:35,000",That's right.,approval,mild,unknown
"00:29:35,000","00:29:36,000",That is stated in those actions. You bought that.,neutral,neutral,neutral
"00:29:36,000","00:29:37,000",That's right.,approval,mild,unknown
"00:29:37,000","00:29:40,000",But the camper that you put on it does not fit in.,disapproval,mild,unknown
"00:29:40,000","00:29:41,000",He is just a little too long.,neutral,neutral,neutral
"00:29:41,000","00:29:44,000","Now, just. Two meters thirty.",neutral,neutral,neutral
"00:29:44,000","00:29:44,000",Beats.,neutral,neutral,neutral
"00:29:44,000","00:29:47,000","I mean, an Italian gets two more cars in between.",amusement,mild,unknown
"00:29:47,000","00:29:48,000",Probably.,neutral,neutral,neutral
"00:29:48,000","00:29:49,000",And.,neutral,neutral,neutral
"00:29:49,000","00:29:50,000",Of course.,neutral,neutral,neutral
"00:29:50,000","00:29:52,000",And you have a problem with that.,disapproval,mild,unknown
"00:29:52,000","00:29:55,000","Yes, because she crosses way too far.",annoyance,mild,unknown
"00:29:55,000","00:29:59,000",She has to stick to the regulations and not far outside your parking area.,disapproval,mild,unknown
"00:30:00,000","00:30:02,000",How often is that camper there?,curiosity,mild,unknown
"00:30:02,000","00:30:04,000",Two or three days before we leave.,neutral,neutral,neutral
"00:30:04,000","00:30:08,000",And as soon as we come back we clean it and immediately returns to the garage.,neutral,neutral,neutral
"00:30:08,000","00:30:13,000","And in the internal rules of the VvE, it is clearly described ...",neutral,neutral,neutral
"00:30:13,000","00:30:20,000","That campers, caravans and other trailers can be in their own parking space for ten days.",neutral,neutral,neutral
"00:30:20,000","00:30:23,000","Yes, I have internal rules here.",neutral,neutral,neutral
"00:30:23,000","00:30:25,000",That has been changed a number of times.,neutral,neutral,neutral
"00:30:25,000","00:30:26,000",That's right.,approval,mild,unknown
"00:30:26,000","00:30:27,000",When you were on the board.,neutral,neutral,neutral
"00:30:27,000","00:30:28,000",That's right.,neutral,neutral,neutral
"00:30:28,000","00:30:32,000","It may have nothing to do with it, but it has changed.",neutral,neutral,neutral
"00:30:32,000","00:30:34,000",A bit to your advantage.,approval,mild,unknown
"00:30:34,000","00:30:37,000","It has been changed to our advantage, that's right.",approval,mild,unknown
"00:30:37,000","00:30:38,000",I agree with you.,approval,mild,unknown
"00:30:38,000","00:30:42,000",But it can only change by majority votes.,neutral,neutral,neutral
"00:30:42,000","00:30:47,000","Mrs. Duijzer was not present at the meeting, so no vote cast.",neutral,neutral,neutral
"00:30:47,000","00:30:48,000",Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,annoyance,mild,unknown
"00:30:48,000","00:30:49,000",And.,neutral,neutral,neutral
"00:30:49,000","00:30:50,000",Great.,approval,mild,unknown
"00:30:50,000","00:30:53,000","Then I now take a look at those internal regulations, as it has changed.",neutral,neutral,neutral
"00:30:53,000","00:30:59,000",The most important thing is that it is forbidden to park motor vehicles on the site.,neutral,neutral,neutral
"00:30:59,000","00:31:02,000",Unlike in the designated parking spaces.,neutral,neutral,neutral
"00:31:02,000","00:31:07,000","But for a short time elsewhere, if all parking bays are occupied.",neutral,neutral,neutral
"00:31:07,000","00:31:08,000",That's right.,neutral,neutral,neutral
"00:31:08,000","00:31:11,000",That is about double parking.,neutral,neutral,neutral
"00:31:11,000","00:31:16,000","When people have a lot of visitors, all parking spaces are often full.",neutral,neutral,neutral
"00:31:16,000","00:31:18,000",And then double parks.,neutral,neutral,neutral
"00:31:18,000","00:31:20,000",But that is not just because of us.,neutral,neutral,neutral
"00:31:20,000","00:31:22,000",It is also by other residents.,neutral,neutral,neutral
"00:31:22,000","00:31:25,000",Only we get the complaints.,annoyance,mild,unknown
"00:31:25,000","00:31:27,000",Can I say something about that?,curiosity,mild,unknown
"00:31:27,000","00:31:28,000",And.,neutral,neutral,neutral
"00:31:28,000","00:31:33,000","When I come to drive the site and she walks outside, they always shoot in a direction.",confusion,mild,unknown
"00:31:33,000","00:31:35,000",And then they go your trip.,confusion,mild,unknown
"00:31:35,000","00:31:37,000",Is this going to light up the middle finger?,anger,moderate,unknown
"00:31:37,000","00:31:40,000",Do you also want to tell that clearly that you have done that?,curiosity,mild,unknown
"00:31:40,000","00:31:42,000",I did that once.,neutral,neutral,neutral
"00:31:42,000","00:31:43,000",Twice.,neutral,neutral,neutral
"00:31:43,000","00:31:45,000","Anyway, how does things go?",curiosity,mild,unknown
"00:31:45,000","00:31:47,000","Well, you should listen.",neutral,neutral,neutral
"00:31:47,000","00:31:50,000",I actually just want to be free from my path.,desire,moderate,unknown
"00:31:50,000","00:31:51,000",Drive away.,desire,mild,unknown
"00:31:51,000","00:31:54,000",And otherwise no one have anything to do with anyone.,neutral,neutral,neutral
"00:31:54,000","00:31:56,000","Madam, you don't want anything to do with anyone.",neutral,neutral,neutral
"00:31:56,000","00:31:58,000",But you don't do it otherwise ...,confusion,mild,unknown
"00:31:58,000","00:31:59,000",The others are not doing well.,disapproval,mild,unknown
"00:31:59,000","00:32:00,000",The rules.,neutral,neutral,neutral
"00:32:00,000","00:32:01,000",You must ...,neutral,neutral,neutral
"00:32:01,000","00:32:03,000","Yes, isn't that?",confusion,mild,unknown
"00:32:03,000","00:32:06,000",We have been affected by the VVA.,annoyance,mild,unknown
