text,sub_emotion,intensity,emotion,emotion_encoded,sub_emotion_encoded,intensity_encoded
But that is not the person I fell in love with.,disappointment,strong,sadness,5,9,2
"No, aunt.",disapproval,mild,disgust,1,10,0
What are you doing?,confusion,moderate,surprise,6,6,1
The fool.,disapproval,mild,disgust,1,10,0
"The fool is the one who does, the fool.",disapproval,moderate,disgust,1,10,1
And why does it do it to me?,confusion,moderate,surprise,6,6,1
He has the fucking chance to show you and does not do a ...,annoyance,strong,anger,0,3,2
"He will change me in his fucking life, uncle.",anger,strong,anger,0,2,2
In his fucking life this uncle will change.,anger,strong,anger,0,2,2
That he didn't have to have been with a boy like him.,disapproval,moderate,disgust,1,10,1
"I'm dumb in silly, kid.",neutral,mild,neutral,4,20,0
I love it.,love,strong,happiness,3,18,2
"Why are you like this, Maria?",confusion,mild,surprise,6,6,0
I want nothing to scarce.,desire,moderate,happiness,3,8,1
I think he is not aware of what he is doing,confusion,mild,surprise,6,6,0
"And when he is aware, he will take a fucking blow of reality",anger,strong,anger,0,2,2
And what I'm not going to do is eat this,optimism,strong,happiness,3,21,2
"And I get out of here with him, I already tell you.",optimism,strong,happiness,3,21,2
In my age I do not how more of any uncle.,confusion,mild,surprise,6,6,0
I don't feel like it.,neutral,mild,neutral,4,20,0
There are even more images for you.,neutral,mild,neutral,4,20,0
Fuck.,annoyance,strong,anger,0,3,2
"Wait, which is still that of the firleto.",confusion,moderate,surprise,6,6,1
The documentary.,neutral,mild,neutral,4,20,0
"The same, as you take it, he will shit.",disapproval,moderate,disgust,1,10,1
Because it will be missing Dominican Republic to run.,confusion,moderate,surprise,6,6,1
What have you put?,curiosity,mild,happiness,3,7,0
Is that moron the bear?,disapproval,moderate,disgust,1,10,1
"No, aunt!",disapproval,mild,disgust,1,10,0
I'm saying it!,annoyance,moderate,anger,0,3,1
What are you doing? She is doing it.,confusion,moderate,surprise,6,6,1
"What are you saying? No, aunt, no!",confusion,moderate,surprise,6,6,1
"Aunt, he does it for you. No, aunt, no, no!",annoyance,moderate,anger,0,3,1
"She made it very clear,",realization,mild,surprise,6,23,0
They didn't want to play that fucking pelucho.,disapproval,moderate,disgust,1,10,1
He left it very clear.,neutral,mild,neutral,4,20,0
Do you see? He doesn't know he touched me.,annoyance,moderate,anger,0,3,1
He doesn't know that.,neutral,mild,neutral,4,20,0
A lot.,joy,mild,happiness,3,17,0
¿Eh?,confusion,mild,surprise,6,6,0
Do not touch me.,annoyance,moderate,anger,0,3,1
How romantic she is!,amusement,mild,happiness,3,1,0
"No, aunt!",annoyance,moderate,anger,0,3,1
He doesn't know. Maria doesn't know.,neutral,mild,neutral,4,20,0
¡No!,annoyance,moderate,anger,0,3,1
"I don't care, Aunt, I don't care!",annoyance,strong,anger,0,3,2
"If they have to fuck you, it's going to fuck you.",anger,strong,anger,0,2,2
"I don't care, aunt!",annoyance,strong,anger,0,3,2
Why do you do that?,confusion,moderate,surprise,6,6,1
"Why do you do that, aunt? What is my fucking stuffed!",anger,strong,anger,0,2,2
I understand you.,caring,mild,happiness,3,5,0
"Maria, why is that stuffed animal for you so important?",curiosity,moderate,happiness,3,7,1
"Because yes, because David gave it to me",caring,moderate,happiness,3,5,1
"And when I have been in Madrid, very bad.",sadness,moderate,sadness,5,26,1
It has always accompanied me,caring,moderate,happiness,3,5,1
And for me it has a lot of sentimental value.,caring,moderate,happiness,3,5,1
And on top of that it carries a bracelet that is the one that I have.,caring,mild,happiness,3,5,0
And I don't want anyone to touch that stuffed animal.,annoyance,moderate,anger,0,3,1
No...,disappointment,mild,sadness,5,9,0
"He has not heard, he has not heard.",neutral,mild,neutral,4,20,0
"He doesn't know, Maria.",neutral,mild,neutral,4,20,0
"Already, I knew it!",realization,moderate,surprise,6,23,1
"I understand you, but he is not blamed because he didn't know.",caring,mild,happiness,3,5,0
I know!,realization,mild,surprise,6,23,0
"If he had allowed it, I understand it,",caring,mild,happiness,3,5,0
But he doesn't know.,neutral,mild,neutral,4,20,0
Do you think David knows that Zaira has touched your stuffed animal?,curiosity,moderate,happiness,3,7,1
Don't you know?,curiosity,mild,happiness,3,7,0
I know I don't know.,confusion,mild,surprise,6,6,0
"Do you have name, that stuffed animal?",curiosity,mild,happiness,3,7,0
"Yes, it's called Tree.",neutral,mild,neutral,4,20,0
Who told me?,confusion,mild,surprise,6,6,0
Tree or Alvarito?,confusion,mild,surprise,6,6,0
"Tree, tree.",neutral,mild,neutral,4,20,0
His name is Alvarito.,neutral,mild,neutral,4,20,0
It would be good.,optimism,mild,happiness,3,21,0
And why is it called Tree?,curiosity,mild,happiness,3,7,0
Because it is the first costume that David brought,neutral,mild,neutral,4,20,0
On the island of temptations,neutral,mild,neutral,4,20,0
"And my companions told him that it looked like a tree,",amusement,mild,happiness,3,1,0
"Tree, tree,",amusement,mild,happiness,3,1,0
And the whole program was left with Tree.,amusement,mild,happiness,3,1,0
"Then, when he gave it to me, I told him we would put a tree.",neutral,mild,neutral,4,20,0
There are no more images for you.,neutral,mild,neutral,4,20,0
Less bad.,relief,mild,happiness,3,24,0
I am not recognizing David.,confusion,moderate,surprise,6,6,1
"It is not the David that I fell in love,",disappointment,moderate,sadness,5,9,1
He is not my boyfriend with whom I entered here,sadness,moderate,sadness,5,26,1
And I hope at the next bonfire,neutral,mild,neutral,4,20,0
See that it does not continue in this same attitude.,disappointment,moderate,sadness,5,9,1
Mariona is your turn.,neutral,mild,neutral,4,20,0
"In the previous bonfire,",neutral,mild,neutral,4,20,0
Adri's attitude with Eva left you absolutely out of time.,confusion,moderate,surprise,6,6,1
They made you feel a little fear.,fear,mild,fear,2,14,0
"Yes, Sandra, I really did not imagine it.",surprise,moderate,surprise,6,27,1
"The games yes, but everything that exceeds something that is not a game,",disapproval,moderate,disgust,1,10,1
"To me it is not even granted by Adri, nor imagined it.",disappointment,moderate,sadness,5,9,1
Mariona.,neutral,mild,neutral,4,20,0
There are images of Adri for you.,neutral,mild,neutral,4,20,0
Do you want to see them alone or with your companions?,curiosity,mild,happiness,3,7,0
With my companions. Forward.,neutral,mild,neutral,4,20,0
They are in the posts. All placing us before.,neutral,mild,neutral,4,20,0
"Oh, ay. What she?",surprise,mild,surprise,6,27,0
We get a surprise.,surprise,moderate,surprise,6,27,1
"Oh, really.",surprise,mild,surprise,6,27,0
¡Oh!,surprise,moderate,surprise,6,27,1
"¡Oh, oh, oh!",surprise,strong,surprise,6,27,2
Is it the same? Is it the same?,confusion,mild,surprise,6,6,0
"No, that is not. It is another.",confusion,mild,surprise,6,6,0
"No, no, it's the same. That is Monica.",neutral,mild,neutral,4,20,0
That? It is another. That is Monica.,neutral,mild,neutral,4,20,0
Do you think it could be something ...?,curiosity,mild,happiness,3,7,0
Yes. Eh?,curiosity,mild,happiness,3,7,0
I really like your mouth. Is that the dead moquita?,desire,moderate,happiness,3,8,1
I am physically attracted to me.,desire,moderate,happiness,3,8,1
"Today at the dance, for example ...",neutral,mild,neutral,4,20,0
Tremendous.,excitement,moderate,happiness,3,13,1
I am melting.,desire,strong,happiness,3,8,2
Is the Seba or Monica?,confusion,mild,surprise,6,6,0
Monica Monica,neutral,mild,neutral,4,20,0
"No, Monica. It is Monica.",neutral,mild,neutral,4,20,0
Monica The one that goes white.,neutral,mild,neutral,4,20,0
The one that goes white.,neutral,mild,neutral,4,20,0
"¡Is, he's, he's!",excitement,moderate,happiness,3,13,1
I see you.,neutral,mild,neutral,4,20,0
Thank you. Me too.,gratitude,mild,happiness,3,15,0
Let's Play!,excitement,moderate,happiness,3,13,1
GOOD!,excitement,strong,happiness,3,13,2
What does the ship say?,curiosity,mild,happiness,3,7,0
"¡Ay, Ay!",surprise,mild,surprise,6,27,0
"Well, well.",neutral,mild,neutral,4,20,0
"I don't like it, I love it.",joy,moderate,happiness,3,17,1
Right now I am supercomodo.,neutral,mild,neutral,4,20,0
But take off. I don't need more.,annoyance,mild,anger,0,3,0
Forward.,neutral,mild,neutral,4,20,0
Back or to take impulse.,neutral,mild,neutral,4,20,0
"Let's see, that it is clear.",confusion,mild,surprise,6,6,0
I am liked to.,neutral,mild,neutral,4,20,0
"But what is this, uncle?",confusion,moderate,surprise,6,6,1
Now they are all in love.,amusement,mild,happiness,3,1,0
I am crazy.,amusement,mild,happiness,3,1,0
Is ...,neutral,mild,neutral,4,20,0
"Andrea already said, that dead mosquitoes.",confusion,mild,surprise,6,6,0
It has not been very clear to me who is who.,confusion,moderate,surprise,6,6,1
"Because I don't have them so seen,",confusion,mild,surprise,6,6,0
But all I see is that he changes.,curiosity,mild,happiness,3,7,0
The girl of the images is Monica.,realization,mild,surprise,6,23,0
All the time was Monica.,realization,mild,surprise,6,23,0
Vale.,neutral,mild,neutral,4,20,0
The games ...,neutral,mild,neutral,4,20,0
Mmm...,neutral,mild,neutral,4,20,0
"They do the same,",neutral,mild,neutral,4,20,0
But when they talked ...,curiosity,mild,happiness,3,7,0
"It seemed a little complicity, I don't know.",curiosity,mild,happiness,3,7,0
Are you quieter to see Adri with Monica?,curiosity,mild,happiness,3,7,0
"I don't know your reasons,",confusion,mild,surprise,6,6,0
But I suppose they will be because it attracts more,curiosity,mild,happiness,3,7,0
And it brings something else.,curiosity,mild,happiness,3,7,0
"So, maybe I worry a little.",nervousness,mild,fear,2,19,0
Do you think Monica can be your prototype?,curiosity,mild,happiness,3,7,0
"I think it can be your prototype, Sandra.",neutral,mild,neutral,4,20,0
"You are very nervous, Mariona, now.",nervousness,moderate,fear,2,19,1
"I don't understand it, uncle.",confusion,moderate,surprise,6,6,1
"Aunt, but relieves, nothing happens.",relief,mild,happiness,3,24,0
Is that first with a ...,confusion,mild,surprise,6,6,0
"After games, I don't know what,",confusion,mild,surprise,6,6,0
"And now with this, I see complicity ...",curiosity,moderate,happiness,3,7,1
What's happening?,confusion,moderate,surprise,6,6,1
The thing is...,neutral,mild,neutral,4,20,0
I trust Adri,neutral,mild,neutral,4,20,0
And I haven't come here to distrust him.,neutral,mild,neutral,4,20,0
"I have come here to show me things,",curiosity,mild,happiness,3,7,0
Not to have my sample.,neutral,mild,neutral,4,20,0
Mariona ...,neutral,mild,neutral,4,20,0
"Are you okay, Mariona?",caring,mild,happiness,3,5,0
"I don't know, now to see.",confusion,mild,surprise,6,6,0
Tweet,neutral,mild,neutral,4,20,0
I'm going to wet him.,amusement,mild,happiness,3,1,0
Aunt!,surprise,mild,surprise,6,27,0
"Aunt, what shame.",embarrassment,moderate,fear,2,12,1
What a shame.,embarrassment,moderate,fear,2,12,1
"How shy it is, right?",amusement,mild,happiness,3,1,0
"No, Sísís.",neutral,mild,neutral,4,20,0
It supertimida.,amusement,mild,happiness,3,1,0
"Come on, sup ...",neutral,mild,neutral,4,20,0
"Uncle, what shame.",embarrassment,moderate,fear,2,12,1
"Look how shy, look.",amusement,mild,happiness,3,1,0
"I see my boyfriend comfortable, you know?",approval,mild,happiness,3,4,0
"No, no, suffering is nothing.",neutral,mild,neutral,4,20,0
But he goes to her.,curiosity,mild,happiness,3,7,0
"Yes, that's.",neutral,mild,neutral,4,20,0
That is for a game.,neutral,mild,neutral,4,20,0
But what does it do? But what does it do?,confusion,moderate,surprise,6,6,1
"But look at it, the face that puts, uncle.",amusement,mild,happiness,3,1,0
Here they are alone. Here they are alone.,neutral,mild,neutral,4,20,0
"Yes, here they are alone, yes.",neutral,mild,neutral,4,20,0
I spend something.,neutral,mild,neutral,4,20,0
She is so quiet.,neutral,mild,neutral,4,20,0
"I see it the same,",neutral,mild,neutral,4,20,0
But I do dislodge it so comfortable.,confusion,mild,surprise,6,6,0
"Mariona, are you worried?",caring,mild,happiness,3,5,0
A bit.,nervousness,mild,fear,2,19,0
"I'm a little worried, yes.",nervousness,moderate,fear,2,19,1
Because I have never seen my boyfriend.,curiosity,mild,happiness,3,7,0
I need to understand ...,confusion,moderate,surprise,6,6,1
"That look, Mariona.",curiosity,mild,happiness,3,7,0
That look is ...,curiosity,mild,happiness,3,7,0
What comes out when I think you can miss.,disappointment,moderate,sadness,5,9,1
"I see that he does not think of me, that he does not respect me.",sadness,strong,sadness,5,26,2
I see it comfortable.,neutral,mild,neutral,4,20,0
"I see him looking for her,",curiosity,mild,happiness,3,7,0
"that he likes what he does,",disapproval,moderate,disgust,1,10,1
That I did not imagine him.,surprise,moderate,surprise,6,27,1
Do you think Adri is remembering you?,curiosity,mild,happiness,3,7,0
No.,disappointment,mild,sadness,5,9,0
I always tell him.,neutral,mild,neutral,4,20,0
"Is that I give more in the relationship than you,",disappointment,moderate,sadness,5,9,1
"He knows me badly, but he recognizes it to me.",realization,mild,surprise,6,23,0
"So, if he recognizes it to me and now he is doing that,",confusion,moderate,surprise,6,6,1
I know he is not thinking about me.,sadness,strong,sadness,5,26,2
I know it.,realization,mild,surprise,6,23,0
There are more images for you.,curiosity,mild,happiness,3,7,0
With how calm it seemed ...,surprise,moderate,surprise,6,27,1
"My mother, the level of that town, I will tell you seriously.",disapproval,moderate,disgust,1,10,1
I am also in shock.,surprise,strong,surprise,6,27,2
I don't know how to react to those things.,confusion,moderate,surprise,6,6,1
"You like you a lot, Moni.",admiration,mild,happiness,3,0,0
Yes. I feel like knowing you.,curiosity,mild,happiness,3,7,0
I have never thought about ...,realization,mild,surprise,6,23,0
In being unfaithful.,disapproval,moderate,disgust,1,10,1
Until now.,neutral,mild,neutral,4,20,0
"Guests. Guests Puta, Colega.",disgust,strong,disgust,1,11,2
He doesn't want to look at me.,disappointment,moderate,sadness,5,9,1
"Look, he doesn't want to look, huh.",annoyance,mild,anger,0,3,0
"What a lame, huh?",disapproval,mild,disgust,1,10,0
I feel.,neutral,mild,neutral,4,20,0
Or it is stern wind.,confusion,mild,surprise,6,6,0
Let's see if ...,curiosity,mild,happiness,3,7,0
"What are you doing? What do you do, uncle?",confusion,moderate,surprise,6,6,1
"It is at the limit, huh?",curiosity,mild,happiness,3,7,0
"Aunt, how strong, kid.",surprise,moderate,surprise,6,27,1
Bueno...,neutral,mild,neutral,4,20,0
Eh...,neutral,mild,neutral,4,20,0
"That's, I don't understand.",confusion,moderate,surprise,6,6,1
I did not imagine it at all in this situation,surprise,moderate,surprise,6,27,1
"so comfortable, lying with her,",love,mild,happiness,3,18,0
much less the comment that I have released that I do not remember.,embarrassment,moderate,fear,2,12,1
That he had never thought to be unfaithful.,neutral,mild,neutral,4,20,0
Until now. Until now.,realization,moderate,surprise,6,23,1
"And I like you a lot. Look, I hadn't heard it, uncle.",surprise,mild,surprise,6,27,0
"Have you said that? Yes, it is open in stern.",curiosity,mild,happiness,3,7,0
That is open in stern.,neutral,mild,neutral,4,20,0
"I have told him that I like Moni too, before.",neutral,mild,neutral,4,20,0
"Well, I think it makes it very clear.",realization,mild,surprise,6,23,0
He says so.,neutral,mild,neutral,4,20,0
Would you forgive an infidelity?,curiosity,moderate,happiness,3,7,1
I have thought about it many times.,neutral,mild,neutral,4,20,0
Y...,neutral,mild,neutral,4,20,0
It may be.,neutral,mild,neutral,4,20,0
But I would have to talk to him.,caring,mild,happiness,3,5,0
And I would have to give me his explanations.,curiosity,mild,happiness,3,7,0
But I don't know if it's because I love him very much.,confusion,moderate,surprise,6,6,1
Why ...,curiosity,mild,happiness,3,7,0
I would affect me more a connection than a silly kiss.,desire,moderate,happiness,3,8,1
Gracias.,gratitude,mild,happiness,3,15,0
Sandra.,neutral,mild,neutral,4,20,0
I didn't expect it.,surprise,moderate,surprise,6,27,1
You have to analyze everything very well.,neutral,mild,neutral,4,20,0
"Yes, I will think about everything well.",neutral,mild,neutral,4,20,0
But it's brutal.,disappointment,moderate,sadness,5,9,1
I am disappointed with Adri,disappointment,strong,sadness,5,9,2
because I came to show me that I loved me,disappointment,moderate,sadness,5,9,1
and that I wanted a future with me.,neutral,mild,neutral,4,20,0
To show me that it has very clear things.,neutral,mild,neutral,4,20,0
"And I declare, I don't see anything here.",disappointment,strong,sadness,5,9,2
Well.,neutral,mild,neutral,4,20,0
It is your turn.,neutral,mild,neutral,4,20,0
"See Borja letting Andrea,",disapproval,moderate,disgust,1,10,1
You did not like it.,disapproval,mild,disgust,1,10,0
Have you come to consider that Borja has disappointed you,disappointment,moderate,sadness,5,9,1
and even that you are ashamed of your attitude?,embarrassment,moderate,fear,2,12,1
Fully.,neutral,mild,neutral,4,20,0
Those attitudes are ashamed.,disapproval,moderate,disgust,1,10,1
I see it disrespect.,disapproval,moderate,disgust,1,10,1
I do not understand how you have not been able to put a little brake.,annoyance,moderate,anger,0,3,1
There are images of Borja for you.,neutral,mild,neutral,4,20,0
Do you want to see them alone? All.,curiosity,mild,happiness,3,7,0
Or with your companions. Forward.,neutral,mild,neutral,4,20,0
We leave it and we finish the phrase.,neutral,mild,neutral,4,20,0
"Please, attentive to what it says. Please, everything.",neutral,mild,neutral,4,20,0
You don't escape from me.,optimism,moderate,happiness,3,21,1
"Look, out there.",neutral,mild,neutral,4,20,0
That?,confusion,mild,surprise,6,6,0
I want football!,desire,strong,happiness,3,8,2
I never have an average of you.,disappointment,mild,sadness,5,9,0
The nipple has been empitated.,confusion,moderate,surprise,6,6,1
What tells you your snake?,curiosity,mild,happiness,3,7,0
He doesn't tell me anything good. Listen to it.,disappointment,moderate,sadness,5,9,1
Listen to it.,neutral,mild,neutral,4,20,0
Not good.,disappointment,mild,sadness,5,9,0
Nothing good tells me.,disappointment,moderate,sadness,5,9,1
You feel mine ...,curiosity,mild,happiness,3,7,0
This is very difficult.,annoyance,moderate,anger,0,3,1
"At first I told you that I had doubts, but not anymore.",realization,moderate,surprise,6,23,1
Do you doubt what?,curiosity,mild,happiness,3,7,0
"Between Valeria or her, right?",confusion,mild,surprise,6,6,0
I want to think that was that.,confusion,mild,surprise,6,6,0
¿EXACT?,confusion,moderate,surprise,6,6,1
"It is that every time I speak, I change the version.",annoyance,moderate,anger,0,3,1
Now a connection worries.,nervousness,mild,fear,2,19,0
"Girls, I don't know what to say anymore.",confusion,moderate,surprise,6,6,1
Why do you worry a connection now?,curiosity,mild,happiness,3,7,0
"I don't know, because of the phrases I was saying,",confusion,mild,surprise,6,6,0
"Like, oh, how difficult, such.",neutral,mild,neutral,4,20,0
"Yes, it is true that touching the hairy and that",confusion,mild,surprise,6,6,0
I see it more connection.,realization,mild,surprise,6,23,0
"I don't see it, in plan, guarro, dancing,",disapproval,mild,disgust,1,10,0
That was what I didn't want to see.,disappointment,moderate,sadness,5,9,1
But I don't want to see this either.,disapproval,moderate,disgust,1,10,1
"Do you think they have connected a little more, Andrea and him?",curiosity,mild,happiness,3,7,0
I think they have connected a little more.,realization,mild,surprise,6,23,0
"So, I think that in that situation I can empathize.",neutral,mild,neutral,4,20,0
A bit.,neutral,mild,neutral,4,20,0
Because?,curiosity,mild,happiness,3,7,0
Because it happened to me.,realization,mild,surprise,6,23,0
"So, even if it hurts to see",sadness,moderate,sadness,5,26,1
"What a connection with another person can have, well ...",sadness,mild,sadness,5,26,0
"Well, I can understand it a little more.",realization,mild,surprise,6,23,0
"He doesn't stop hurting me, he doesn't stop bothering me,",sadness,moderate,sadness,5,26,1
"But I don't have that feeling of shame, for now.",relief,mild,happiness,3,24,0
And you already have?,curiosity,mild,happiness,3,7,0
"Sí, TE.",neutral,mild,neutral,4,20,0
Something is not right.,confusion,mild,surprise,6,6,0
¡Unis!,surprise,mild,surprise,6,27,0
"The cats, the cats!",excitement,mild,happiness,3,13,0
"¡No, what!",surprise,moderate,surprise,6,27,1
¡Mira!,excitement,mild,happiness,3,13,0
What a shame.,embarrassment,mild,fear,2,12,0
They all do the same.,annoyance,mild,anger,0,3,0
Do you listen to this?,curiosity,mild,happiness,3,7,0
¡Eh!,surprise,mild,surprise,6,27,0
"¡And, and, and!",confusion,mild,surprise,6,6,0
"Hey, are you a bug or not?",curiosity,moderate,happiness,3,7,1
"Tomorrow touches the jacuzzi, go to your room.",neutral,mild,neutral,4,20,0
"He will take you, I tell you.",neutral,mild,neutral,4,20,0
"I am on the edge of the precipice, making the yurio here.",nervousness,moderate,fear,2,19,1
"Well, it falls.",neutral,mild,neutral,4,20,0
I am already at the limit.,nervousness,moderate,fear,2,19,1
Tomorrow you put all the jacuzzi.,neutral,mild,neutral,4,20,0
"Yourself, huh?",neutral,mild,neutral,4,20,0
"To the limit of the precipice it will be, I already tell you,",nervousness,moderate,fear,2,19,1
Because I'm going to push it.,anger,moderate,anger,0,2,1
This.,neutral,mild,neutral,4,20,0
This is what I didn't want to see.,disappointment,moderate,sadness,5,9,1
What's happening?,confusion,mild,surprise,6,6,0
Noel.,neutral,mild,neutral,4,20,0
"I didn't want to see it that way, and that's it.",disappointment,moderate,sadness,5,9,1
"Already, I was prepared to see it.",realization,mild,surprise,6,23,0
"Above things that come out of him, that still hurt my triple.",sadness,moderate,sadness,5,26,1
Obviously because he leaves him.,sadness,moderate,sadness,5,26,1
"It is not a game, it does not come out of it, it is already something of its mouth.",realization,moderate,surprise,6,23,1
"I'm I don't want to cry again, that's it.",sadness,moderate,sadness,5,26,1
"Yes, it is good to cry. That I don't want to cry again?",sadness,moderate,sadness,5,26,1
"No, aunt.",neutral,mild,neutral,4,20,0
"You have to take out talo, Ana. You are a person, that's it.",caring,mild,happiness,3,5,0
"I do not recognize it. Normal, normal.",confusion,moderate,surprise,6,6,1
"He genomed my boyfriend, Aunt.",anger,moderate,anger,0,2,1
It is as if it were another person.,confusion,moderate,surprise,6,6,1
What would you say on Borja right now?,curiosity,mild,happiness,3,7,0
I would tell you to be aware of what you are doing.,caring,mild,happiness,3,5,0
"And what does it do, that does not regret it.",disapproval,moderate,disgust,1,10,1
"Because that, for me, a kiss, a kiss,",desire,moderate,happiness,3,8,1
It has a lot of value.,admiration,mild,happiness,3,0,0
"That's why I haven't given it yet,",pride,mild,happiness,3,22,0
"because for me it has incredible value,",admiration,moderate,happiness,3,0,1
A very large meaning.,admiration,moderate,happiness,3,0,1
"So, if he gives it, he is sure he gives it.",approval,mild,happiness,3,4,0
"That is not nonsense, nor a heating,",disapproval,mild,disgust,1,10,0
Not one who believed it was a connection.,disapproval,mild,disgust,1,10,0
"No, that if he shit it, that he really shines,",disapproval,moderate,disgust,1,10,1
with two balls and with all of the law.,pride,moderate,happiness,3,22,1
I've been with Borja for three and a half years,neutral,mild,neutral,4,20,0
"And it looks like another person, completely different.",confusion,moderate,surprise,6,6,1
I hope you can explain one day,curiosity,mild,happiness,3,7,0
"What happens to him, because, honestly, I don't know who he is.",confusion,moderate,surprise,6,6,1
Ruth is your turn.,neutral,mild,neutral,4,20,0
"In the previous bonfire, you were frozen.",fear,moderate,fear,2,14,1
And you couldn't see Nico images.,disappointment,mild,sadness,5,9,0
This gesture has caused endless doubts,confusion,strong,surprise,6,6,2
"And, in addition, it has helped you think",realization,mild,surprise,6,23,0
That Nico has been able to get carried away under the sheets.,disapproval,moderate,disgust,1,10,1
What do you expect to see tonight?,curiosity,mild,happiness,3,7,0
The reality of what I want to see,desire,moderate,happiness,3,8,1
"It is a only one that puts limits, that stops,",neutral,mild,neutral,4,20,0
"that knows where it is, to be aware,",neutral,mild,neutral,4,20,0
That is a friend of Ruth.,caring,mild,happiness,3,5,0
"It is a child that is having a good time,",amusement,mild,happiness,3,1,0
that increases its connection.,optimism,mild,happiness,3,21,0
I hope I honestly make mistakes,optimism,mild,happiness,3,21,0
with the person from under the sheet.,disapproval,moderate,disgust,1,10,1
"And if it is, then ...",neutral,mild,neutral,4,20,0
"I don't know, Sandra couldn't tell you how I could react.",confusion,moderate,surprise,6,6,1
Ruth.,neutral,mild,neutral,4,20,0
There are images of Nico for you.,neutral,mild,neutral,4,20,0
With my companions.,neutral,mild,neutral,4,20,0
"Eye, please.",nervousness,moderate,fear,2,19,1
Please.,nervousness,mild,fear,2,19,0
"Love, calm.",caring,mild,happiness,3,5,0
"Nicolás, by God.",annoyance,moderate,anger,0,3,1
"He wins her, he wins!",excitement,strong,happiness,3,13,2
"¡Pau, Pau, Pau!",excitement,strong,happiness,3,13,2
"Host, Pauli's movement, huh!",surprise,moderate,surprise,6,27,1
"¡Pau, Paulito!",excitement,strong,happiness,3,13,2
"No, calm!",nervousness,moderate,fear,2,19,1
¡Uh!,surprise,mild,surprise,6,27,0
Don't believe!,disapproval,strong,disgust,1,10,2
"No, no, no!",nervousness,strong,fear,2,19,2
No no!,nervousness,strong,fear,2,19,2
"No, no, no, no, no, no, no.",nervousness,strong,fear,2,19,2
"¡Its, its!",excitement,strong,happiness,3,13,2
I really like to receive love.,desire,mild,happiness,3,8,0
I am very amimous.,confusion,moderate,surprise,6,6,1
Are you a devil?,curiosity,mild,happiness,3,7,0
This shit of this.,annoyance,strong,anger,0,3,2
"Sandra, I'm going to talk to you directly.",neutral,mild,neutral,4,20,0
"It disgusts me, you know? Those images disgust me.",disgust,strong,disgust,1,11,2
I keep seeing the same child I saw in the first hour.,confusion,mild,surprise,6,6,0
"Why, Ruth?",curiosity,mild,happiness,3,7,0
"Because yes, because I have given him the luck to enter my life,",pride,moderate,happiness,3,22,1
"to meet me, to know my values,",pride,mild,happiness,3,22,0
to really meet a woman who really loves him,love,moderate,happiness,3,18,1
y...,neutral,mild,neutral,4,20,0
get here and see me with the fucking ice.,annoyance,strong,anger,0,3,2
What do you do with ice?,curiosity,mild,happiness,3,7,0
"Knowing what it is, can you bother me?",annoyance,moderate,anger,0,3,1
What are you doing?,curiosity,mild,happiness,3,7,0
What are you doing? That you are not a child?,disapproval,moderate,disgust,1,10,1
"Mature, uncle, and conquers it in another way,",disapproval,moderate,disgust,1,10,1
"Or that you conquered yourself in another way, not with the ice.",disapproval,moderate,disgust,1,10,1
"And innova, innova.",approval,mild,happiness,3,4,0
Why do you think he does?,curiosity,mild,happiness,3,7,0
"Because he is a child, Sandra.",disapproval,mild,disgust,1,10,0
"Because he is a child, because he is not thinking with the brain,",disapproval,moderate,disgust,1,10,1
He is thinking about the bottom.,disapproval,moderate,disgust,1,10,1
"And because, because, because he has no personality",disapproval,strong,disgust,1,10,2
and it is influenced.,disapproval,moderate,disgust,1,10,1
"And for the atmosphere of the town, he ...",disapproval,mild,disgust,1,10,0
"Come, go ahead.",neutral,mild,neutral,4,20,0
"Is that my balance falls, Sandra.",confusion,mild,surprise,6,6,0
What Ruth has done is what Nico has done.,realization,mild,surprise,6,23,0
"Sure, uncle.",neutral,mild,neutral,4,20,0
"What a disgust, aunt, no, I can't see that, uncle.",disgust,strong,disgust,1,11,2
Take a fucking book.,annoyance,moderate,anger,0,3,1
"I don't know, go see the fucking sea with aunt,",annoyance,moderate,anger,0,3,1
"But don't do that, how disgusting.",disgust,strong,disgust,1,11,2
"That is not the person I fell in love, uncle.",disappointment,strong,sadness,5,9,2
"Nico, did you fall in love with a book?",amusement,mild,happiness,3,1,0
Nico fell in love with his values.,admiration,mild,happiness,3,0,0
"And yes, Sandra, with many books.",amusement,mild,happiness,3,1,0
"Not with an ice, it seems like a nerve.",disapproval,moderate,disgust,1,10,1
"I have been in the town, in my villa,",neutral,mild,neutral,4,20,0
"Because my family, my boys, our singles,",pride,mild,happiness,3,22,0
"That they behave as gentlemen, we have had parties,",pride,mild,happiness,3,22,0
"They have played and Ruth has been there to say, no.",disapproval,mild,disgust,1,10,0
"But not for him, but because I think of me.",pride,mild,happiness,3,22,0
"I say, I don't like that, values.",disapproval,moderate,disgust,1,10,1
Conquest me differently.,desire,mild,happiness,3,8,0
More Hielito.,neutral,mild,neutral,4,20,0
More Hielito for the child to be cooling.,caring,mild,happiness,3,5,0
"I have told you, aunt, I thought I was a child, aunt,",confusion,moderate,surprise,6,6,1
It wasn't a woman.,realization,moderate,surprise,6,23,1
And it is a kid.,realization,mild,surprise,6,23,0
"Mark the fucking difference, uncle, marks the difference, uncle.",annoyance,strong,anger,0,3,2
"Márcala, uncle, marcala.",annoyance,strong,anger,0,3,2
